"Abbey","ArchitecturalStructure Building Location Monastery Place ReligiousBuilding"
"Stream","BodyOfWater Location NaturalPlace Place"
"Street","Location Place PopulatedPlace"
"SubMunicipality","AdministrativeRegion GovernmentalAdministrativeRegion Location Place PopulatedPlace Region"
"SumoWrestler","Athlete Person Wrestler"
"SupremeCourtOfTheUnitedStatesCase","Activity Case LegalCase Sales UnitOfWork"
"Surfer","Athlete Person"
"Surname","Name"
"Swarm","CelestialBody Location Place"
"Swimmer","Athlete Person"
"Synagogue","ArchitecturalStructure Building Location Place ReligiousBuilding"
"SystemOfLaw","Genre GovernmentType MusicGenre TopicalConcept Type"
"TableTennisPlayer","Athlete Person"
"Tax","Genre GovernmentType MusicGenre TopicalConcept Type"
"Taxon","Genre GovernmentType MusicGenre TopicalConcept Type"
"TeamMember","Athlete Person"
"TeamSport","Activity Sport"
"TelevisionDirector","Person"
"TelevisionEpisode","Work"
"TelevisionHost","Person Presenter"
"TelevisionPersonality","Person"
"TelevisionSeason","Work"
"TelevisionShow","Work"
"TelevisionStation","Broadcaster Organisation"
"Temple","ArchitecturalStructure Building Location Place ReligiousBuilding"
"TennisLeague","Organisation SportsLeague"
"TennisPlayer","Athlete Person"
"TennisTournament","Event PenaltyShootOut SocietalEvent SportsEvent Tournament"
"TermOfOffice","Organisation"
"Territory","Location Place PopulatedPlace"
"Theatre","ArchitecturalStructure Location Place Venue"
"TheatreDirector","Person"
"TheologicalConcept","Genre GovernmentType MusicGenre TopicalConcept Type"
"TimePeriod",""
"TopicalConcept","Genre GovernmentType MusicGenre Type"
"Tournament","Event PenaltyShootOut SocietalEvent SportsEvent"
"Tower","ArchitecturalStructure Location Place"
"Town","Location Place PopulatedPlace Settlement"
"TrackList","List"
"TradeUnion","Organisation"
"Train","MeanOfTransportation"
"TrainCarriage","MeanOfTransportation"
"Tram","MeanOfTransportation"
"TramStation","%3Chttp://vocab.org/transit/terms/stop%3E ArchitecturalStructure Infrastructure Location Place Station"
"Treadmill","ArchitecturalStructure Location Mill Place"
"Treaty","Work WrittenWork"
"Tunnel","ArchitecturalStructure Location Place"
"Type","Genre GovernmentType MusicGenre TopicalConcept"
"UndergroundJournal","PeriodicalLiterature Work WrittenWork"
"UnitOfWork","Activity Case LegalCase Sales"
"University","College EducationalInstitution Organisation"
"Unknown",""
"Valley","Location NaturalPlace Place"
"Vein","AnatomicalStructure"
"Venue","ArchitecturalStructure Location Place"
"Vicar","Cleric Person"
"VicePresident","Person Politician"
"VicePrimeMinister","Person Politician"
"VideoGame","Software Work"
"VideogamesLeague","Organisation SportsLeague"
"Village","Location Place PopulatedPlace Settlement"
"Vodka","Beverage Food"
"VoiceActor","Actor Artist Person"
"Volcano","Location NaturalPlace Place"
"VolleyballCoach","Coach Person"
"VolleyballLeague","Organisation SportsLeague"
"VolleyballPlayer","Athlete Person"
"WaterPoloPlayer","Athlete Person"
"WaterRide","AmusementParkAttraction ArchitecturalStructure Location Place"
"WaterTower","ArchitecturalStructure Location Place Tower"
"Watermill","ArchitecturalStructure Location Mill Place"
"WaterwayTunnel","ArchitecturalStructure Infrastructure Location Place RouteOfTransportation"
"Weapon","Aircraft Automobile Device Locomotive MeanOfTransportation MilitaryVehicle Ship"
"Website","Work"
"WindMotor","ArchitecturalStructure Location Mill Place"
"Windmill","ArchitecturalStructure Location Mill Place"
"Wine","Beverage Food"
"WineRegion","Location Place"
"Winery","Company Organisation"
"WinterSportPlayer","Athlete Person"
"WomensTennisAssociationTournament","Event PenaltyShootOut SocietalEvent SportsEvent Tournament"
"Work",""
"WorldHeritageSite","Location Place"
"Wrestler","Athlete Person"
"WrestlingEvent","Event PenaltyShootOut SocietalEvent SportsEvent"
"Writer","Person"
"WrittenWork","Work"
"Year","Holiday TimePeriod"
"YearInSpaceflight","TimePeriod"
"Zoo","ArchitecturalStructure Location Place"
